标题,链接,up主,up主id,精确播放数,历史累计弹幕数,点赞数,投硬币枚数,收藏人数,转发人数,发布时间,视频时长(秒),视频简介,作者简介,标签,视频aid
当解说博主破解了印度的“邪能”绿鸡，大失所望！,https://www.bilibili.com/video/BV1zh4y1s79R,世界美食official,1007043700,446212,4573,45615,7272,1825,1906,2023/6/2 20:20,476,这个香菜薄荷酱是好多菜的原料，要做好印度菜，就得把这玩意做好来！要不是亲自做真的难以置信，这么多调料下去竟然没什么味道，一定要找机会再做一次！（搓手）,未找到作者简介,"缤纷六月·美食欢聚会,印度美食,美食,印度料理,美食制作,美食教程,印度小吃,世界美食official,鸡腿,香菜,美食,美食制作",614322830
当我回到恋爱第一天的样子！他却受不了了…,https://www.bilibili.com/video/BV13g4y1F76f,宝剑嫂,113362335,1202001,6860,79541,9997,4712,2387,2023/6/1 17:43,477,说实话，他回到过去有点难度，我回到过去，嘀嗒一秒！！！,未找到作者简介,"手机里的人生大事,情侣,美妆,vlog,搞笑,520,种草vlog,Vlog我的探店笔记,日常,生活,情感,分享,记录,生活,日常",826766144
我们终于还是接了chillmore的广告…,https://www.bilibili.com/video/BV1rs4y1i7dH,摸鱼事务所,327757321,309773,4171,23522,5059,2392,565,2023/6/1 18:01,478,我们终于还是接了chillmore的广告…,未找到作者简介,"搞笑研究所,搞笑,幽默,chillmore,香体膏,且悠,洗护,沐浴露,磨砂膏,身体乳,搞笑研究所2023 4.0,生活,搞笑",996812434
开心到飞起 又去巡茶山啦,https://www.bilibili.com/video/BV1D24y1A7MW,桔桔的茶园小动物,417567377,442667,1363,24244,4725,4140,2980,2023/5/28 23:17,478,开心到飞起 又去巡茶山啦,未找到作者简介,"动物观察局,橘猫,汪星人,喵星人,萌宠,田园犬,狸花猫,田园生活,动物观察局20.0·铲屎官的茶话会,动物观察局21.0 小动物集合啦,动物圈,汪星人",784175016
我被一只“蛤蟆”当妈妈了，丢都丢不掉！,https://www.bilibili.com/video/BV1Hh4y1s7PE,MK的鹦鹉,373448384,162145,588,14192,4260,555,70,2023/6/2 11:30,479,-,未找到作者简介,"动物观察局,搞笑,动物圈,小鸊鷉,动物观察局21.0 小动物集合啦,动物圈,野生动物",614268725
打 牌,https://www.bilibili.com/video/BV1Qu411s7xg,植物椿,13199099,294902,1153,30360,18782,5509,5295,2023/5/31 12:00,479,几粒 告我你还几粒 报数,未找到作者简介,"寻找哔哔KING,天津话,手书,配音,手绘,绘画,搞笑,动画,原创,搞笑研究所2023 3.0,生活,搞笑",529233367
真的会有人按下这个按钮吗？？？,https://www.bilibili.com/video/BV1So4y1g7JZ,与山0v0,26240675,4215222,21605,176385,10228,34816,1367,2023/5/27 10:05,480,如果喜欢这样的内容！各位朋友一定要我点个点赞！投个硬币！这对我来说真的非常重要！！！！网站：willyoupressthebutton.com,未找到作者简介,"搞笑研究所,搞笑,搞笑视频,娱乐,二选一,沙雕,记录,搞笑研究所2023 3.0,生活,搞笑",399056509
重返交大唱跳只因你太美，全校ikun应援！汤姆现场教学铁山靠,https://www.bilibili.com/video/BV1ku411s7U1,汤姆的混乱空间,11643866,1431049,3678,119895,32042,11287,9962,2023/5/28 18:41,484,交大！watermelon animal！,未找到作者简介,"改变自己,夏日整活大赏,蔡徐坤,校园,高能,上海交大,生活记录,汤姆老师,ikun,一起fun放假,生活,搞笑",529173309
带细狗兄弟体验爬泰山＋筋膜刀按摩放松套餐，他原地求饶哈哈哈哈哈！！！,https://www.bilibili.com/video/BV1DX4y1b7bb,骚拳超人,10272440,321812,1947,21920,5168,1274,1750,2023/6/2 19:05,487,喜欢这期视频的朋友记得点一波关注！??点个赞！ 投个币！ 谢了个谢！??欢迎大家观看我的视频：??【当我偷给通宵的兄弟化虚弱妆！？结果连门禁都认不出来了！？】BV1Ld4y1P74P??【让陌生女人躺在宿醉兄弟身边，没想到兄弟直接被吓跑了！这期有大惊喜！！】BV1Dt4y1H7oU,未找到作者简介,"搞笑研究所,vlog,搞笑,高能,整蛊,生活,外星人电解质水,补充电解质就喝外星?,泰山,筋膜刀,搞笑研究所2023 4.0,生活,搞笑",356780179
红警团战4v4！队友不来，我只能单独行动被4家包饺子了！_单机游戏热门视频,https://www.bilibili.com/video/BV1ch411F7r4,红警HBK08,1629347259,253653,3972,16680,1964,410,111,2023/6/1 8:00,487,已有16680名红色警戒2玩家向您推荐本视频，点击前往哔哩哔哩bilibili一起观看；更多实用攻略教学，爆笑沙雕集锦，你所不知道的游戏知识，热门游戏视频7*24小时持续更新,未找到作者简介,"红警团战4v4！队友不来，我只能单独行动被4家包饺子了！,红色警戒2,红色警戒,游戏解说,游戏集锦,实况攻略,红警,实况解说,行动,即时战略,队友,包饺子,游戏,单机游戏",229325813
新深渊的一点点小技巧，希望对你有帮助_手游情报,https://www.bilibili.com/video/BV1Fk4y1s7U9,时雨ioo,27717502,380843,2831,25984,2993,2369,3335,2023/6/1 8:56,488,简介：平民练度视频后续会跟上，先给你们做个视频给不了解的看看；更多实用攻略教学，爆笑沙雕集锦，你所不知道的游戏知识，热门游戏视频7*24小时持续更新,未找到作者简介,"新深渊的一点点小技巧，希望对你有帮助,原神UP主激励计划,必剪创作,手机游戏,手游情报,原创,游戏,手机游戏",741823825
为了让大轮跑得快，林克们花样百出_哔哩哔哩bilibili_塞尔达传说,https://www.bilibili.com/video/BV1s14y1D7gg,lolo今天玩什么,33696,409980,2160,24146,5839,7165,3212,2023/6/1 15:09,488,更多实用攻略教学，爆笑沙雕集锦，你所不知道的游戏知识，热门游戏视频7*24小时持续更新,未找到作者简介,"为了让大轮跑得快，林克们花样百出,万物皆可塞尔达,塞尔达传说,任天堂,单机游戏,塞尔达,王国之泪,SWITCH,万物皆可游戏 塞尔达篇,游戏,单机游戏",784371117
请日本丈母娘吃和牛！结账时傻眼了：钱没带够,https://www.bilibili.com/video/BV1wk4y1s7qR,日本媳妇在山东农村,391329387,556179,608,37783,25569,1676,300,2023/6/1 18:28,494,六一快乐啊，收到礼物没？,未找到作者简介,"美好生活日常记录,美食,生活记录,2023高考季,日本媳妇,丈母娘,美食记录,和牛,中日夫妇,中日家庭,美食,美食记录",741834126
永远爱土豆！薯门万岁！,https://www.bilibili.com/video/BV1cs4y1i7Z3,马蹄厨房,24301201,797405,1658,49336,13508,38328,6397,2023/5/29 18:00,499,更多夏日食谱：【怀旧饮料】BV1sF411A7UJ【柠檬茶2020】BV1Rg4y1v7zC【柠檬茶2021】BV1464y147Lm【广式糖水】BV1qb4y1S7wf【广式凉茶】BV1Rf4y1A7NB【荔枝吃法】BV1TW4y1z7EW【港式奶茶】BV1Dt411G7Fy【双皮奶&amp;姜撞奶】BV1gC4y1x7yv【咸柠七】BV1G4411X7Ex【马蹄爽】BV1LK411p7CK大家,未找到作者简介,"芬芳五月·美食探寻季,土豆泥,土豆,小吃,美食,美食制作,街头小吃,洋芋,薯条,狼牙土豆,马蹄厨房,四季美食·芬芳五月·美食探寻季,美食,美食制作",996681452
全近战六星干员 VS 满级治疗·宿主重装组长，过于逆天的回血【明日方舟】_哔哩哔哩bilibili_明日方舟,https://www.bilibili.com/video/BV1Ec411V7Ls,樗柒ヽ,13371339,379997,1683,25718,2134,2411,389,2023/5/31 12:06,499,简介：求三连，求三连，求三连,未找到作者简介,"全近战六星干员 VS 满级治疗·宿主重装组长，过于逆天的回血【明日方舟】,Binary Star,明日方舟创作者应援计划,明日方舟,手机游戏,娱乐,电子斗蛐蛐,阿米娅,整活,明日方舟UP主应援计划 – 孤星,游戏,手机游戏",271787717
琅琊榜皇帝：除了静妃母子，都是乱臣贼子！【用皇帝视角打开琅琊榜】10,https://www.bilibili.com/video/BV16M4y1e7vi,大喜唠嗑家,96967343,181845,1198,18077,5768,909,87,2023/6/2 22:04,502,-,未找到作者简介,"如果用角色视角追剧,搞笑,必剪创作,誉王,靖王,琅琊榜,皇帝,静妃,吐槽,影视,影视杂谈",911859584
英国小哥体验青岛本地人生活，逛海鲜市场吃蛤蜊哈啤酒,https://www.bilibili.com/video/BV1WP411D7DW,小马逛吃,236093103,167995,1749,16718,5201,924,231,2023/6/1 12:00,503,虽然我在青岛生活了七年，但海鲜市场还是第一次去。餐厅：青岛，营口路农贸市场，山海聚鲜啤酒屋。,未找到作者简介,"分享你的夏日必吃美食,螃蟹,街头美食,探店,美食,外国人,皮皮虾,海鲜市场,青岛,蛤蜊,路边摊美食,四季美食·芬芳五月·美食探寻季,美食,美食侦探",314352782
【Animenz】铃芽之旅 钢琴组曲,https://www.bilibili.com/video/BV1Su4y1o7BK,Animenzzz,6075139,406209,2712,55790,46483,27408,7647,2023/5/31 21:20,509,在《你的名字》和《天气之子》爆火之后，我也对新海诚的新作翘首以盼。我一直在担心《铃芽之旅》会达不到我的“高期待”，但它实至名归，超越了前作，成为了我最喜欢的动漫电影之一。这部电影的传达的信息非常真挚，它告诉人们不论经历何种灾难，都不要对未来失去希望。我也讶异万分，因为这部电影直接引用了日本的3.11地震。看完这部电影之后，我流连忘返。所以，我决定为其编写一首组曲，囊括官方原声带中的四首曲子：1.主,未找到作者简介,"RADWIMPS,铃芽之旅,OST,新海诚,4K,钢琴,演奏,A叔,动漫音乐,改编,音乐,演奏",826833515
“谁说没有枪头就捅不进去？（夺命书生VS唐伯虎）”,https://www.bilibili.com/video/BV1yh4y1s76i,搏bo搏,3.46157E+15,1020349,1477,58818,2360,4366,318,2023/5/31 19:02,509,（唐伯虎点秋香）,未找到作者简介,"搞笑,经典电影,喜剧,枪法,唐伯虎,影视,影视杂谈",614306270
和两个青梅竹马一起长大，三小无猜这也太甜了吧,https://www.bilibili.com/video/BV1RX4y1b7Tu,圆桌动漫,654552,238197,2198,25356,5058,5473,307,2023/6/2 16:30,509,本视频系列改编自起点读书【手机端】作品《三小无猜》如果想先看完剧情的可以去起点读书手机端自行查阅哈~番剧区UP主，同一系列一般一周双更哦,未找到作者简介,"动画园游会,甜,青梅竹马,原创动画,恋爱,姨母笑,,",356792536
橘子怪假装黄金Solo小丑熊！番外篇_哔哩哔哩bilibili_英雄联盟,https://www.bilibili.com/video/BV1mz4y1i7Nu,上单老祖,428040854,1735365,7489,145014,17127,5466,4396,2023/5/31 20:06,513,更多英雄联盟实用攻略教学，爆笑沙雕集锦，你所不知道的英雄联盟游戏知识，热门英雄联盟游戏视频7*24小时持续更新,未找到作者简介,"橘子怪假装黄金Solo小丑熊！番外篇,2023英雄联盟MSI,英雄联盟,电子竞技,小丑,塞恩,游戏,电子竞技",571762688
被遗忘的小熊猫：比大熊猫更濒危，名字误导了所有人,https://www.bilibili.com/video/BV1Vc411V7s7,赛雷三分钟,26108626,437199,3134,60783,6217,4880,1520,2023/5/31 10:54,514,一说大熊猫，大家都有聊不完的东西，而另一种叫小熊猫的同名动物，可能就没啥关注度了，大家也不太了解它们。,未找到作者简介,"动物观察局,大熊猫,动物园,保护动物,小熊猫,濒危,亲缘关系,动物观察局21.0 小动物集合啦,动物圈,动物综合",271804086
《 老 师 对 我 的 答 案 很 满 意 … 吧？》,https://www.bilibili.com/video/BV14h4y147nQ,小孙ATOM,201488550,564922,2601,65064,21579,17758,1119,2023/5/27 19:50,515,这算是我带领自媒体社团的最后一期视频啦！真的非常感谢社团里的每一个人！无论是当主演还是背景里的各位都很优秀！特别感谢我的摄影！！真的这个社团给我带来的力量和快乐真的无法比拟，我爱你们所有人！希望这期视频能带给大家变得更好的力量！希望大家都能成为自己的校园医生～！,未找到作者简介,"校园整活王,搞笑,校园,原创,高能,小剧场,真实,老师,记录,生活万花筒6.0·沸腾吧！青年,生活,搞笑",614113641
搜什么推什么！App 们是如何串通一气，组团追踪你的？ 【柴知道】,https://www.bilibili.com/video/BV1vo4y1u7JL,柴知道,26798384,115693,639,11871,4040,3425,1309,2023/6/2 17:30,518,数字生活实在是太恐怖了！前脚刚搜完喜欢的东西，后脚就在各种app里看到铺天盖地的广告。app 们比你妈还了解你的喜好，但全都说自己没有追踪你的隐私。app 们是如何串通一气，组团“八卦”你的？当你“接受”cookie的时候，到底接受了什么？“广告联盟”是怎么回事？为什么iPhone上的app们都急不可耐地想“跟踪你的活动”？,未找到作者简介,"正经的知识又增加了,广告,隐私,app,柴知道,广告联盟,个性化广告,2023科学很可爱,知识,科学科普",399371398
一看就会！3.7新深渊12层6间满星攻略！_手机游戏热门视频,https://www.bilibili.com/video/BV1vm4y147sx,泪眼执笔墨成花,9838546,581392,1312,44521,18523,4932,5298,2023/6/1 9:10,519,简介：3.7深渊满星攻略出来啦！这次深渊比上期更需要拉怪技巧和站位；更多原神实用攻略教学，爆笑沙雕集锦，你所不知道的原神游戏知识，热门原神游戏视频7*24小时持续更新,未找到作者简介,"一看就会！3.7新深渊12层6间满星攻略！,原神3.7游戏攻略,原神,手机游戏,原神UP主激励计划,使徒,深渊12层,3.7深渊,圣骸兽,深罪浸礼者,永冻,原神高能团,游戏,手机游戏",699294842
C盘清理十几种方法汇总！拯救你的红管盘！附带清理工具「超极氪」,https://www.bilibili.com/video/BV1Zc411g78o,超极氪,330246090,169282,197,11627,3699,15580,733,2023/5/31 21:46,520,清理工具汇总链接：https://pan.baidu.com/s/1KugQh9Avxlp0RB728-0S2g?提取码：coca?——————————————————————各位在使用系统中肯定会遇到C盘爆红的情况那么怎样清理才是最好的，一起来看看吧——————————————————————文案：深蓝；配音：Gay墙；封面：Gay墙；剪辑：红豆——————————————————————如有问,未找到作者简介,"科技猎手2023,电脑,数码,操作系统,电脑硬件,电脑技巧,C盘,C盘清理,系统清理,清理工具,磁盘清理,科技,数码",271859346
和小丑熊SOLO第一视角完整版_哔哩哔哩bilibili_英雄联盟_第一视角,https://www.bilibili.com/video/BV1gL411B7yf,橘子怪丶,100022032,245302,997,14567,1717,576,442,2023/6/1 17:04,524,更多英雄联盟实用攻略教学，爆笑沙雕集锦，你所不知道的英雄联盟游戏知识，热门英雄联盟游戏视频7*24小时持续更新,未找到作者简介,"和小丑熊SOLO第一视角完整版,Let Go,万物皆可游戏,英雄联盟,搞笑,电子竞技,小丑,上单,第一视角,科目三考了七次,塞恩,MOBA,游戏,电子竞技",444317388
【硬核科普】商朝人到底穿什么样的衣服，他们的发型有多奇葩？,https://www.bilibili.com/video/BV1vh4y1s7MJ,司空离,358807,258036,2344,13886,2729,6050,514,2023/5/31 16:29,525,为啥关于商朝的影视剧那么少？商朝人到底穿什么样的衣服留什么样的发型？商朝究竟是怎样的一个朝代？,未找到作者简介,"正经的知识又增加了,汉服,中国华服日,趣味历史,商朝,封神榜,2023科学很可爱,知识,人文历史",614273904
